Hospital Name,Hospital Lat,Hospital Lon,Hospital Address,Beds Available,Doctors Available,Traffic Speed (km/h),Traffic Incident,Traffic Density,Traffic Severity Index,Weather Condition,Route Distance (km),Route Time Without Traffic (min),Route Time With Traffic (min),Route Start Time,Route End Time,Priority Level
"K P Childrens Hospital And Neuro Centre, Mount - Medavakkam Road, CMWSSB Division 163, Ward 163, Zone 12 Alandur, Kanchipuram, Chennai, Tamil Nadu, 600088, India",12.9911179,80.1986745,"K P Childrens Hospital And Neuro Centre, Mount - Medavakkam Road, CMWSSB Division 163, Ward 163, Zone 12 Alandur, Kanchipuram, Chennai, Tamil Nadu, 600088, India",30,8,25,Yes,Moderate,22,Snow,12.770563053270452,19.15584457990568,24.6363256842455,2025-02-13 09:22:17.689645,2025-02-13 09:46:55.869186,High
"Cantonment General Hospital, Magazine Road, CMWSSB Division 201, St. Thomas Mount Cantonment, Zone 12 Alandur, St.Thomas Mount-Pallavaram Cantonment Board, Alandur, Chennai, Tamil Nadu, 600016, India",13.0096653,80.19501478878405,"Cantonment General Hospital, Magazine Road, CMWSSB Division 201, St. Thomas Mount Cantonment, Zone 12 Alandur, St.Thomas Mount-Pallavaram Cantonment Board, Alandur, Chennai, Tamil Nadu, 600016, India",29,6,20,No,Low,14,Fog,7.2002466264245015,10.800369939636752,21.643348133482952,2025-02-13 09:33:17.689645,2025-02-13 09:54:56.290533,Medium
"Magazine Road, CMWSSB Division 201, St. Thomas Mount Cantonment, Zone 12 Alandur, St.Thomas Mount-Pallavaram Cantonment Board, Alandur, Chennai, Tamil Nadu, 600016, India",13.009781,80.1949734,"Magazine Road, CMWSSB Division 201, St. Thomas Mount Cantonment, Zone 12 Alandur, St.Thomas Mount-Pallavaram Cantonment Board, Alandur, Chennai, Tamil Nadu, 600016, India",11,7,30,Yes,Moderate,11,Snow,19.38603692759269,29.079055391389037,38.66000032723659,2025-02-13 09:31:17.689645,2025-02-13 10:09:57.289665,High
"Rathna Hospital, St Patricks Church Road, CMWSSB Division 201, St. Thomas Mount Cantonment, Zone 12 Alandur, St. Thomas Mount Cantonment, Chengalpattu, Chennai, Tamil Nadu, 600016, India",13.0087475,80.1937172,"Rathna Hospital, St Patricks Church Road, CMWSSB Division 201, St. Thomas Mount Cantonment, Zone 12 Alandur, St. Thomas Mount Cantonment, Chengalpattu, Chennai, Tamil Nadu, 600016, India",28,7,25,No,Moderate,21,Snow,13.198346858258175,19.79752028738726,29.040914652157213,2025-02-13 09:10:17.689645,2025-02-13 09:39:20.144524,Medium
"St. Thomas Hospital, Defence Colony Road, CMWSSB Division 201, St. Thomas Mount Cantonment, St.Thomas Mount-Pallavaram Cantonment Board, Kanchipuram, Chennai, Tamil Nadu, 600016, India",13.0122733,80.196428,"St. Thomas Hospital, Defence Colony Road, CMWSSB Division 201, St. Thomas Mount Cantonment, St.Thomas Mount-Pallavaram Cantonment Board, Kanchipuram, Chennai, Tamil Nadu, 600016, India",75,10,25,Yes,Low,26,Fog,5.962591914512237,8.943887871768355,21.58083535731211,2025-02-13 09:34:17.689645,2025-02-13 09:55:52.539766,Low
"Military Hospital, 2nd Seven Wells Street, CMWSSB Division 158, Ward 158, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600016, India",13.0117736,80.1941708,"Military Hospital, 2nd Seven Wells Street, CMWSSB Division 158, Ward 158, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600016, India",15,8,35,No,High,35,Fog,9.238389370322,13.857584055483,24.07433494853232,2025-02-13 09:08:17.689645,2025-02-13 09:32:22.149742,Low
"BM Hospital, 5th Main Road, CMWSSB Division 162, Ward 162, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600114, India",12.9887616,80.1904116,"BM Hospital, 5th Main Road, CMWSSB Division 162, Ward 162, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600114, India",18,6,30,Yes,Moderate,15,Rain,12.112726988645965,18.169090482968947,23.95237046602521,2025-02-13 09:00:17.689645,2025-02-13 09:24:14.831873,Low
"Dr Bala's Skin clinic, 14, Vanalar Street, CMWSSB Division 165, Ward 165, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600088, India",12.9831959,80.2013573,"Dr Bala's Skin clinic, 14, Vanalar Street, CMWSSB Division 165, Ward 165, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600088, India",25,8,25,Yes,Moderate,29,Fog,16.393143623337266,24.5897154350059,39.261655413199655,2025-02-13 09:22:17.690660,2025-02-13 10:01:33.389985,High
"HOSPICE, Nagi Reddy thottam Garden Rd, Labour Colony, CMWSSB Division 170, Zone 13 Adyar, Chennai, Tamil Nadu, 600001, India",13.015872900000002,80.21345943331696,"HOSPICE, Nagi Reddy thottam Garden Rd, Labour Colony, CMWSSB Division 170, Zone 13 Adyar, Chennai, Tamil Nadu, 600001, India",12,7,20,Yes,Moderate,27,Fog,13.916344925806555,20.874517388709833,32.284944606280966,2025-02-13 09:07:17.690660,2025-02-13 09:39:34.787336,High
"Military Hospital, Defence Colony 1st Avenue, CMWSSB Division 201, St. Thomas Mount Cantonment, St.Thomas Mount-Pallavaram Cantonment Board, Alandur, Chennai, Tamil Nadu, 600016, India",13.0194622,80.1972947,"Military Hospital, Defence Colony 1st Avenue, CMWSSB Division 201, St. Thomas Mount Cantonment, St.Thomas Mount-Pallavaram Cantonment Board, Alandur, Chennai, Tamil Nadu, 600016, India",15,7,30,No,Moderate,16,Fog,5.25881103360057,7.8882165504008555,17.813464088831296,2025-02-13 09:09:17.690660,2025-02-13 09:27:06.498505,Medium
"Rotary Central Margaret Sidney Hospital, 2nd Main Road, CMWSSB Division 165, Ward 165, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600001, India",12.9837958,80.1932105,"Rotary Central Margaret Sidney Hospital, 2nd Main Road, CMWSSB Division 165, Ward 165, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600001, India",21,8,30,Yes,Moderate,18,Fog,11.741940951063189,17.61291142659478,22.65768907724457,2025-02-13 09:07:17.690660,2025-02-13 09:29:57.152005,Medium
"Hariharan Hospital, 29th Street, CMWSSB Division 164, Ward 164, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600061, India",12.9847145,80.1905906,"Hariharan Hospital, 29th Street, CMWSSB Division 164, Ward 164, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600061, India",25,10,25,Yes,Low,10,Snow,12.408812988494148,18.613219482741222,26.728884985282427,2025-02-13 09:20:17.690660,2025-02-13 09:47:01.423759,Medium
"Bharath Hospital, 72, Nanganallur 1st Main Road, CMWSSB Division 165, Ward 165, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600061, India",12.9823277,80.1937835,"Bharath Hospital, 72, Nanganallur 1st Main Road, CMWSSB Division 165, Ward 165, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600061, India",11,10,40,Yes,Low,19,Fog,5.001305578739848,7.501958368109773,19.199555677513736,2025-02-13 09:27:17.690660,2025-02-13 09:46:29.664001,High
"Prime Care Nursing Home, Brindavan Nagar Main Road, CMWSSB Division 165, Ward 165, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600042, India",12.9799192,80.2044922,"Prime Care Nursing Home, Brindavan Nagar Main Road, CMWSSB Division 165, Ward 165, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600042, India",28,5,40,Yes,Low,19,Clear,14.172194218174518,21.258291327261777,28.422785620643424,2025-02-13 08:55:17.690660,2025-02-13 09:23:43.057797,Medium
"Dr. Janardhanan Multispeciality Dental Clinic, Nanganallur 4th Main Road, CMWSSB Division 164, Ward 164, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600114, India",12.9842586,80.1886083,"Dr. Janardhanan Multispeciality Dental Clinic, Nanganallur 4th Main Road, CMWSSB Division 164, Ward 164, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600114, India",20,8,35,Yes,Moderate,30,Fog,14.911021581473076,22.366532372209615,29.28057019787791,2025-02-13 09:31:17.690660,2025-02-13 10:00:34.524872,Low
"Qure Ortho Clinic, Physiotherapy, X Ray & Pharmacy, Brindavan Nagar Main Road, CMWSSB Division 165, Ward 165, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600042, India",12.9794,80.2043658,"Qure Ortho Clinic, Physiotherapy, X Ray & Pharmacy, Brindavan Nagar Main Road, CMWSSB Division 165, Ward 165, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600042, India",12,7,40,No,High,44,Clear,19.447713404734124,29.171570107101186,41.25952837778266,2025-02-13 09:27:17.690660,2025-02-13 10:08:33.262363,Low
"Xcellent Care Hospital, RajaLaxmi Nagar 7th Cross Street, RajaLaxmi Nagar, CMWSSB Division 178, Zone 13 Adyar, Chennai, Tamil Nadu, 600042, India",12.9855867,80.21842695262237,"Xcellent Care Hospital, RajaLaxmi Nagar 7th Cross Street, RajaLaxmi Nagar, CMWSSB Division 178, Zone 13 Adyar, Chennai, Tamil Nadu, 600042, India",26,5,35,Yes,Moderate,20,Fog,10.461829563982995,15.692744345974495,23.333169009466477,2025-02-13 09:03:17.690660,2025-02-13 09:26:37.680801,Medium
"Sri Venkateshwara`s C.M. Hospital, Nanganallur 5th Main Road, CMWSSB Division 167, Ward 167, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600061, India",12.9857914,80.185987,"Sri Venkateshwara`s C.M. Hospital, Nanganallur 5th Main Road, CMWSSB Division 167, Ward 167, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600061, India",19,10,25,No,Low,23,Fog,16.22940757376277,24.344111360644156,32.20862906225081,2025-02-13 09:10:17.690660,2025-02-13 09:42:30.208404,Medium
"Dr.Agarwal's Eye Hospital Ltd, Nanganallur, Nanganallur 1st Main Road, CMWSSB Division 164, Ward 164, Zone 12 Alandur, Kanchipuram, Chennai, Tamil Nadu, 600061, India",12.9827844,80.1891661,"Dr.Agarwal's Eye Hospital Ltd, Nanganallur, Nanganallur 1st Main Road, CMWSSB Division 164, Ward 164, Zone 12 Alandur, Kanchipuram, Chennai, Tamil Nadu, 600061, India",27,8,20,Yes,Low,11,Snow,13.395506084942976,20.093259127414463,30.443629902638612,2025-02-13 08:58:17.690660,2025-02-13 09:28:44.308454,Medium
"Helios Hospital Pvt Ltd, RajaLaxmi Nagar 7th Cross Street, RajaLaxmi Nagar, CMWSSB Division 178, Zone 13 Adyar, Chennai, Tamil Nadu, 600042, India",12.9855882,80.2189144,"Helios Hospital Pvt Ltd, RajaLaxmi Nagar 7th Cross Street, RajaLaxmi Nagar, CMWSSB Division 178, Zone 13 Adyar, Chennai, Tamil Nadu, 600042, India",10,8,25,Yes,High,32,Fog,19.8673354942976,29.8010032414464,36.3501419001458,2025-02-13 09:40:17.690660,2025-02-13 10:16:38.699174,Low
"Dr.Agarwals Eye Hospital - Velacherry, Velachery Bypass Road, Gangai Nagar, Ward 177, Zone 13 Adyar, Chennai, Tamil Nadu, 600042, India",12.9832366,80.217509,"Dr.Agarwals Eye Hospital - Velacherry, Velachery Bypass Road, Gangai Nagar, Ward 177, Zone 13 Adyar, Chennai, Tamil Nadu, 600042, India",26,8,35,Yes,Low,12,Rain,10.692175721499313,16.03826358224897,21.840062594527886,2025-02-13 08:44:17.690660,2025-02-13 09:06:08.094416,High
"Xcellent Care Superspeciality Hospital, Velachery Bypass Road, Gangai Nagar, CMWSSB Division 178, Zone 13 Adyar, Chennai, Tamil Nadu, 600042, India",12.9833895,80.2181782,"Xcellent Care Superspeciality Hospital, Velachery Bypass Road, Gangai Nagar, CMWSSB Division 178, Zone 13 Adyar, Chennai, Tamil Nadu, 600042, India",24,6,30,Yes,Moderate,11,Snow,11.911502836757297,17.867254255135947,28.386860764795262,2025-02-13 08:53:17.690660,2025-02-13 09:21:40.902306,High
"Palani Balaji Fertility Centre, Velachery Road, Jothiammal Nagar, Ward 171, Zone 13 Adyar, Chennai, Tamil Nadu, 624601, India",13.0122123,80.2235084,"Palani Balaji Fertility Centre, Velachery Road, Jothiammal Nagar, Ward 171, Zone 13 Adyar, Chennai, Tamil Nadu, 624601, India",21,10,40,No,High,48,Clear,14.13270448680031,21.199056730200468,26.20178485502221,2025-02-13 09:17:17.690660,2025-02-13 09:43:29.797751,High
"Diha Clinic, No 6, Nanganallur 6th Main Road, CMWSSB Division 167, Ward 167, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600061, India",12.98096495,80.18711415874711,"Diha Clinic, No 6, Nanganallur 6th Main Road, CMWSSB Division 167, Ward 167, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600061, India",16,7,25,Yes,High,60,Rain,14.961588026647433,22.44238203997115,28.203723807626556,2025-02-13 08:52:17.690660,2025-02-13 09:20:29.914088,High
"No 6, Nanganallur 6th Main Road, CMWSSB Division 167, Ward 167, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600061, India",12.9809491,80.1871116,"No 6, Nanganallur 6th Main Road, CMWSSB Division 167, Ward 167, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600061, India",20,10,40,No,Moderate,23,Rain,12.061796003436214,18.09269400515432,27.73287632090569,2025-02-13 09:35:17.690660,2025-02-13 10:03:01.663239,High
"Velachery K S Hospital, kalki nagar main road, Ward 178, Zone 13 Adyar, Sholinganallur, Chennai, Tamil Nadu, 600042, India",12.9763914,80.2114016,"Velachery K S Hospital, kalki nagar main road, Ward 178, Zone 13 Adyar, Sholinganallur, Chennai, Tamil Nadu, 600042, India",12,8,30,Yes,Moderate,21,Snow,18.469751222873057,27.704626834309586,35.5653959028057,2025-02-13 09:34:17.690660,2025-02-13 10:09:51.614414,High
"MIOT International, Miot International Hospital road, CMWSSB Division 157, Ward 157, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600089, India",13.0211808,80.1858412,"MIOT International, Miot International Hospital road, CMWSSB Division 157, Ward 157, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600089, India",29,6,30,Yes,Low,27,Clear,11.774594422732914,17.66189163409937,27.49612353766714,2025-02-13 09:15:17.690660,2025-02-13 09:42:47.458072,Low
"Gowri Nursing Home, Kanchipuram, 6th Street, Lakshmi Nagar, CMWSSB Division 167, Ward 167, Zone 12 Alandur, Kanchipuram, Chennai, Tamil Nadu, 600061, India",12.9779713,80.1883923,"Gowri Nursing Home, Kanchipuram, 6th Street, Lakshmi Nagar, CMWSSB Division 167, Ward 167, Zone 12 Alandur, Kanchipuram, Chennai, Tamil Nadu, 600061, India",29,6,30,Yes,Low,14,Snow,19.744176723575404,29.616265085363107,41.36427630963764,2025-02-13 09:04:17.690660,2025-02-13 09:45:39.547239,High
"KS Bone and Joint Clinic - Ortho, Gangai Amman Koil Street, Ward 139, Zone 10 Kodambakkam, Chennai, Tamil Nadu, 600001, India",13.026029,80.212368,"KS Bone and Joint Clinic - Ortho, Gangai Amman Koil Street, Ward 139, Zone 10 Kodambakkam, Chennai, Tamil Nadu, 600001, India",16,8,30,Yes,Moderate,21,Rain,11.933583507101492,17.90037526065224,27.49907894492344,2025-02-13 08:57:17.690660,2025-02-13 09:24:47.635397,High
"Gowri Nursing Home, 100ft Road, Ward 168, Zone 14 Perungudi, Alandur, Chennai, Tamil Nadu, 600061, India",12.9774071,80.18833045104813,"Gowri Nursing Home, 100ft Road, Ward 168, Zone 14 Perungudi, Alandur, Chennai, Tamil Nadu, 600061, India",24,8,40,Yes,Low,29,Clear,11.364530674809922,17.046796012214884,27.577613894719576,2025-02-13 09:21:17.690660,2025-02-13 09:48:52.347494,Medium
"Pankajam Memorial Hospital, Nanganallur 100 Feet Road, CMWSSB Division 167, Ward 167, Zone 12 Alandur, Kanchipuram, Chennai, Tamil Nadu, 600061, India",12.9801472,80.1835965,"Pankajam Memorial Hospital, Nanganallur 100 Feet Road, CMWSSB Division 167, Ward 167, Zone 12 Alandur, Kanchipuram, Chennai, Tamil Nadu, 600061, India",24,7,30,No,Moderate,28,Rain,7.724903584394955,11.587355376592432,25.659331932514384,2025-02-13 08:47:17.690660,2025-02-13 09:12:57.250576,High
"Sri Chakra Hospital, Nanganallur 100ft Road, CMWSSB Division 167, Ward 167, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600061, India",12.9786524,80.1850278,"Sri Chakra Hospital, Nanganallur 100ft Road, CMWSSB Division 167, Ward 167, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600061, India",18,6,30,Yes,High,48,Snow,17.717276505996505,26.575914758994756,32.451827517457865,2025-02-13 09:19:17.690660,2025-02-13 09:51:44.800311,Low
"Srichakara Multispeciality Hospital, Nanganallur 100ft Road, CMWSSB Division 167, Ward 167, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600061, India",12.97853,80.1851381,"Srichakara Multispeciality Hospital, Nanganallur 100ft Road, CMWSSB Division 167, Ward 167, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600061, India",28,9,35,Yes,High,46,Fog,5.474353908060917,8.211530862091376,21.633598327996136,2025-02-13 09:41:17.690660,2025-02-13 10:02:55.706560,Low
"Hindu Mission Health Services, Kanchipuram, Nanganallur 100ft Road, CMWSSB Division 167, Ward 167, Zone 12 Alandur, Kanchipuram, Chennai, Tamil Nadu, 603209, India",12.9787682,80.1846471,"Hindu Mission Health Services, Kanchipuram, Nanganallur 100ft Road, CMWSSB Division 167, Ward 167, Zone 12 Alandur, Kanchipuram, Chennai, Tamil Nadu, 603209, India",15,8,40,Yes,Low,18,Clear,19.918002268797707,29.87700340319656,36.513903862393676,2025-02-13 08:45:17.690660,2025-02-13 09:21:48.524892,High
"Nivas Skin Clinic, Inner Ring Road, CMWSSB Division 138, Zone 10 Kodambakkam, Chennai, Tamil Nadu, 600001, India",13.0289663,80.2085951,"Nivas Skin Clinic, Inner Ring Road, CMWSSB Division 138, Zone 10 Kodambakkam, Chennai, Tamil Nadu, 600001, India",30,18,25,Yes,High,38,Snow,8.820546092534919,13.230819138802378,27.98062883711566,2025-02-13 09:41:17.691565,2025-02-13 10:09:16.529295,Low
"சைதாப்பேட்டை அரசு மருத்துவமனை, Jeenis Road, Ward 142, Zone 10 Kodambakkam, Chennai, Tamil Nadu, 600015, India",13.02044625,80.22405105438145,"சைதாப்பேட்டை அரசு மருத்துவமனை, Jeenis Road, Ward 142, Zone 10 Kodambakkam, Chennai, Tamil Nadu, 600015, India",143,52,35,No,Moderate,14,Fog,18.026050860710733,27.0390762910661,39.41578525534822,2025-02-13 08:45:17.691565,2025-02-13 09:24:42.638680,Low
"Bora Hospital, Vadhyar Subbraya mudali street, Saidapet, Zone 10 Kodambakkam, Chennai, Tamil Nadu, 600015, India",13.02231095,80.2222779,"Bora Hospital, Vadhyar Subbraya mudali street, Saidapet, Zone 10 Kodambakkam, Chennai, Tamil Nadu, 600015, India",73,22,40,Yes,Moderate,29,Snow,13.39517751087926,20.09276626631889,27.71491724851782,2025-02-13 09:04:17.691565,2025-02-13 09:32:00.586600,Low
"Prashanth Hospitals, 36, Velachery Main Road, JagannathaPuram, CMWSSB Division 179, Zone 13 Adyar, Chennai, Tamil Nadu, 600042, India",12.9784544,80.2214698,"Prashanth Hospitals, 36, Velachery Main Road, JagannathaPuram, CMWSSB Division 179, Zone 13 Adyar, Chennai, Tamil Nadu, 600042, India",10,7,30,No,Low,15,Clear,13.94640401598666,20.91960602397999,28.571157408634726,2025-02-13 08:47:17.691565,2025-02-13 09:15:51.961010,High
"Nalam Hospital, Manapakkam Main Road, CMWSSB Division 157, Ward 157, Zone 12 Alandur, Mugalivakkam, Chengalpattu, Chennai, Tamil Nadu, 600116, India",13.0164671,80.1772853,"Nalam Hospital, Manapakkam Main Road, CMWSSB Division 157, Ward 157, Zone 12 Alandur, Mugalivakkam, Chengalpattu, Chennai, Tamil Nadu, 600116, India",25,10,35,Yes,Low,18,Rain,18.256191039166673,27.38428655875001,37.89920517526214,2025-02-13 09:04:17.691565,2025-02-13 09:42:11.643876,High
"Chennai Corporation 24 Hours Maternity Hospital, Jeenis Road, Ward 142, Zone 10 Kodambakkam, Chennai, Tamil Nadu, 600015, India",13.0208822,80.22412781839571,"Chennai Corporation 24 Hours Maternity Hospital, Jeenis Road, Ward 142, Zone 10 Kodambakkam, Chennai, Tamil Nadu, 600015, India",116,67,35,No,Moderate,12,Clear,18.97190591005733,28.457858865085996,34.46795596529259,2025-02-13 09:15:17.691565,2025-02-13 09:49:45.768923,High
"Dhanraj Hospital, Karpaga Vinayakar Koil Street, CMWSSB Division 160, Ward 160, Zone 12 Alandur, Chengalpattu, Chennai, Tamil Nadu, 600016, India",13.0017797,80.2033269,"Dhanraj Hospital, Karpaga Vinayakar Koil Street, CMWSSB Division 160, Ward 160, Zone 12 Alandur, Chengalpattu, Chennai, Tamil Nadu, 600016, India",14,5,20,Yes,High,72,Snow,10.160246854685747,15.24037028202862,30.098023550480278,2025-02-13 08:53:17.691565,2025-02-13 09:23:23.572978,High
"Cu Shah Sankara Netralaya, Station Road, CMWSSB Division 201, St. Thomas Mount Cantonment, Zone 12 Alandur, St.Thomas Mount-Pallavaram Cantonment Board, Kanchipuram, Chennai, Tamil Nadu, 600016, India",13.0012687,80.2001283,"Cu Shah Sankara Netralaya, Station Road, CMWSSB Division 201, St. Thomas Mount Cantonment, Zone 12 Alandur, St.Thomas Mount-Pallavaram Cantonment Board, Kanchipuram, Chennai, Tamil Nadu, 600016, India",15,6,40,Yes,High,60,Snow,9.174043754455756,13.761065631683634,24.049897120741576,2025-02-13 08:47:17.691565,2025-02-13 09:11:20.685392,Medium
"S.S. Hospital, Sowri street, CMWSSB Division 160, Ward 160, Zone 12 Alandur, Chengalpattu, Chennai, Tamil Nadu, 600016, India",13.0036449,80.2030844,"S.S. Hospital, Sowri street, CMWSSB Division 160, Ward 160, Zone 12 Alandur, Chengalpattu, Chennai, Tamil Nadu, 600016, India",30,9,25,No,Low,22,Fog,6.377895691058739,9.56684353658811,14.752836403203563,2025-02-13 09:19:17.691565,2025-02-13 09:34:02.861749,Medium
"Government Hospital Alandur, Vishnu Street, CMWSSB Division 160, Ward 160, Zone 12 Alandur, St. Thomas Mount Cantonment, Alandur, Chennai, Tamil Nadu, 600016, India",13.0048164,80.2025432,"Government Hospital Alandur, Vishnu Street, CMWSSB Division 160, Ward 160, Zone 12 Alandur, St. Thomas Mount Cantonment, Alandur, Chennai, Tamil Nadu, 600016, India",21,8,35,Yes,Low,18,Fog,14.238016783810206,21.357025175715307,29.177530324900456,2025-02-13 09:02:17.691565,2025-02-13 09:31:28.343384,Low
